,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
3429,flxt_lcl,2922927,FEWB,720,5.328,128.61,10.68,Port to Door,"53.5510846,9.9936819","22.3193039,114.1693611",HKHKG - DEHAM,72.0
3430,coloaded_lcl,2898477,FEWB,"1,033.6",8.599,77.89,21.79,Port to Door,"51.9244201,4.4777326","-6.2087634,106.845599",IDJKT - NLRTM,54.0
3431,coloaded_lcl,2920253,FEWB,"3,647",12.488,72.74,31.75,Door to Door,"44.4056499,8.946256","22.483182,113.916509",CNSHK - ITGOA,85.0
3432,coloaded_lcl,2900687,TPEB,"1,754.08",13.56,96.24,70.11,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,89.0
3433,flxt_lcl,2935025,FEWB,677.31,3.0,37.51,24.89,Door to Door,"51.9244201,4.4777326","13.7563309,100.5017651",THBKK - NLRTM,57.0
3434,flxt_lcl,2896864,TPEB,665.9,8.25,64.34,295.68,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,78.0
3435,flxt_lcl,2919790,FEWB,"2,326.1",13.59,6.02,404.52,Port to Door,"51.9244201,4.4777326","13.263,80.344",INENR - NLRTM,61.0
3436,coloaded_lcl,2856527,FEWB,"8,003.8",45.65,93.86,235.81,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,74.0
3437,coloaded_lcl,2937257,ROW,319.9,3.184,22.95,26.06,Port to Port,"22.3193039,114.1693611","-6.2087634,106.845599",IDJKT - HKHKG,
3438,coloaded_lcl,2935996,TAEB,231.33,2.232,37.51,263.01,Door to Door,"51.9244201,4.4777326","44.64876350000001,-63.5752387",CAHAL - NLRTM,37.0
3439,coloaded_lcl,2930376,TPEB,"3,139.05",11.712,841.91,326.52,Port to Door,"40.735657,-74.1723667","8.764166099999999,78.1348361",INTUT - USNYC,67.0
3440,coloaded_lcl,2843436,TPWB,"1,888",4.682,0.96,411.65,Door to Port,"31.24589,121.49222","33.7700504,-118.1937395",USLGB - CNSHG,
3441,coloaded_lcl,2934397,TAWB,605,0.657,30.83,333.09,Door to Door,"36.8507689,-76.28587259999999","53.5510846,9.9936819",DEHAM - USCHI,56.0
3442,coloaded_lcl,2905526,FEWB,232.9,1.589,94.85,"1,142.47",Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,70.0
3443,coloaded_lcl,2831653,FEWB,"7,948.59",27.0,47.45,456.09,Port to Door,"56.162939,10.203921","22.356851,91.7831819",BDCGP - DKAAR,106.0
3444,flxt_lcl,2948432,TPEB,110.5,1.15,592.64,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,70.0
3445,coloaded_lcl,2949450,TPWB,185.07,2.226,5.70,263.01,Door to Door,"22.3193039,114.1693611","33.7700504,-118.1937395",USLGB - HKHKG,57.0
3446,flxt_lcl,2882591,FEWB,281.73,1.74,66.67,8.62,Port to Door,"53.5510846,9.9936819","16.0544563,108.0717219",VNDAD - DEHAM,93.0
3447,flxt_lcl,2958832,TPEB,444.05,2.54,707.72,126.59,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,46.0
3448,coloaded_lcl,2948831,TPEB,197.95,2.4,5.50,28.98,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,70.0
3449,coloaded_lcl,2868883,FEWB,"1,290.49",7.14,267.96,70.11,Port to Door,"44.4056499,8.946256","14.5995124,120.9842195",PHMNL - ITMIL,78.0
3450,coloaded_lcl,2862507,TPEB,850,3.825,594.35,18.19,Door to Door,"34.0522342,-118.2436849","-37.8136276,144.9630576",AUMEL - USLAX,105.0
3451,coloaded_lcl,2941248,TPEB,91.8,1.37,592.64,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,81.0
3452,coloaded_lcl,2904895,TPEB,"1,135.23",7.295,54.37,284.54,Port to Door,"34.0522342,-118.2436849","13.0826802,80.2707184",INMAA - USLAX,52.0
3453,coloaded_lcl,2927030,TPEB,104.68,1.24,24.36,19.47,Port to Door,"49.2827291,-123.1207375","11.5563738,104.9282099",KHPNH - CAVAN,61.0
3454,flxt_lcl,2902808,TPEB,150,0.965,7.89,22.75,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,40.0
3455,flxt_lcl,2932376,TPEB,969.6,8.68,45.27,21.79,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,42.0
3456,coloaded_lcl,2893134,FEWB,"5,062.99",8.84,185.35,71.34,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,89.0
3457,coloaded_lcl,2911901,ROW,90,0.64,14.57,2.11,Port to Door,"22.3193039,114.1693611","20.8449115,106.6880841",VNHPH - HKHKG,21.0
3458,coloaded_lcl,2930683,ROW,"2,787.6",13.12,24.79,74.01,Door to Door,"35.6761919,139.6503106","20.8449115,106.6880841",VNHPH - JPTYO,44.0
3459,coloaded_lcl,2910223,TPEB,"1,191.5",9.243,701.12,28.19,Port to Door,"40.735657,-74.1723667","22.556499,114.236875",CNYTN - USNYC,68.0
3460,coloaded_lcl,2932630,TPEB,456.1,3.096,93.85,100.38,Port to Door,"40.735657,-74.1723667","7.873053999999999,80.77179699999999",LKCMB - USNYC,68.0
3461,coloaded_lcl,2934270,ROW,247.51,6.48,5.71,15.01,Door to Door,"22.3193039,114.1693611","1.352083,103.819836",SGSIN - HKHKG,18.0
3462,coloaded_lcl,2851289,TPEB,168.34,2.23,24.54,234.18,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,74.0
3463,coloaded_lcl,2883064,TPEB,857.5,5.943,35.35,"1,310.48",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USCHI,66.0
3464,coloaded_lcl,2887332,TPEB,"2,297",10.37,325.39,13.34,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,64.0
3465,flxt_lcl,2927155,TPEB,575.02,4.78,408.51,140.00,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,43.0
3466,flxt_lcl,2955276,TPEB,377.5,0.731,"2,325.35",8.11,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,43.0
3467,flxt_lcl,2916044,FEWB,"6,216.5",13.79,306.23,49.71,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,84.0
3468,coloaded_lcl,2936331,ROW,823.19,5.59,19.45,68.82,Port to Port,"22.3193039,114.1693611","10.8230989,106.6296638",VNSGN - HKHKG,
3469,coloaded_lcl,2935756,TAEB,"2,948",11.578,22.40,29.56,Door to Door,"51.5073509,-0.1277583","34.0522342,-118.2436849",USLAX - GBLON,76.0
3470,flxt_lcl,2961448,TPEB,187.5,0.833,454.20,23.16,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,39.0
3471,coloaded_lcl,2876146,FEWB,"1,360.3",9.43,116.24,"1,049.01",Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,70.0
3472,coloaded_lcl,2923599,TPEB,525,1.88,92.08,36.36,Door to Door,"33.7700504,-118.1937395","13.1040552,100.9158073",THLCH - USCHI,68.0
3473,flxt_lcl,2934600,TPEB,605,3.16,592.50,109.24,Door to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,43.0
3474,flxt_lcl,2948578,TPEB,440.5,1.642,70.32,5.06,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,39.0
3475,coloaded_lcl,2895098,TPEB,412.7,3.54,50.09,5.40,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,53.0
3476,coloaded_lcl,2903072,FEEB,127.21,1.27,4.24,184.56,Port to Door,"31.24589,121.49222","41.0082376,28.9783589",TRIST - CNSHG,60.0
3477,coloaded_lcl,2874080,FEWB,"5,867",21.0,146.89,960.03,Port to Door,"51.961726,1.351255","24.8607343,67.0011364",PKKHI - GBFXT,62.0
3478,coloaded_lcl,2898798,TPEB,566,5.53,18.07,8.52,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,31.0
3479,coloaded_lcl,2891376,TPEB,270.1,2.0,19.77,21.71,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,77.0
3480,coloaded_lcl,2947963,TPEB,503.72,3.101,591.20,21.30,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,71.0
3481,coloaded_lcl,2924134,TPEB,440,3.0,720.59,"1,123.59",Door to Door,"40.735657,-74.1723667","24.8607343,67.0011364",PKKHI - USNYC,74.0
3482,coloaded_lcl,2907362,TPEB,131.56,1.2,93.85,24.76,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,85.0
3483,coloaded_lcl,2869489,TPEB,543,3.569,102.49,13.30,Door to Door,"39.9525839,-75.1652215","-37.8136276,144.9630576",AUMEL - USNYC,76.0
3484,coloaded_lcl,2894994,FEWB,417.8,4.06,116.24,13.22,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,71.0
3485,coloaded_lcl,2972615,FEWB,348.6,1.99,93.86,235.81,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,69.0
3486,coloaded_lcl,2893622,TPEB,"1,598",5.75,330.25,156.65,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,63.0
3487,coloaded_lcl,2936497,TPEB,"1,211.1",14.18,581.27,89.77,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,53.0
3488,coloaded_lcl,2924634,TAWB,"1,883",9.77,146.18,46.60,Port to Door,"29.746047,-95.287854","44.4056499,8.946256",ITGOA - USHOU,79.0
3489,coloaded_lcl,2937712,TAEB,154.67,0.924,76.11,49.61,Door to Door,"57.70887,11.97456","36.8507689,-76.28587259999999",USORF - SEGOT,64.0
3490,coloaded_lcl,2933285,TAWB,595.8,2.707,197.68,"1,168.77",Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USNYC,47.0
3491,coloaded_lcl,2877992,FEWB,726.35,5.95,215.74,206.93,Port to Door,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,83.0
3492,coloaded_lcl,2887690,TPEB,106,0.658,8.21,4.48,Port to Door,"47.2528768,-122.4442906","-7.0051453,110.4381254",IDSRG - USTIW,76.0
3493,coloaded_lcl,2925398,TPEB,"1,183",7.34,54.37,233.94,Port to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,80.0
3494,coloaded_lcl,2857807,FEWB,"1,012.4",6.3,189.10,279.47,Port to Door,"51.5100908,0.4595977","8.764166099999999,78.1348361",INTUT - GBLGP,69.0
3495,coloaded_lcl,2951323,TAWB,216,2.828,697.40,43.37,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,62.0
3496,coloaded_lcl,2895905,TPEB,541.36,3.9,19.77,28.92,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,74.0
3497,coloaded_lcl,2913896,TPEB,291,1.601,592.64,5.38,Door to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,64.0
3498,flxt_lcl,2914174,FEWB,298,3.72,135.74,32.06,Port to Door,"51.961726,1.351255","22.556499,114.236875",CNYTN - GBFXT,55.0
3499,coloaded_lcl,2944746,TAWB,52,0.16,455.71,43.28,Port to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,56.0
3500,flxt_lcl,2921529,TPEB,"1,100.9",7.96,707.72,124.46,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,45.0
3501,coloaded_lcl,2934195,TPEB,897,1.69,258.43,282.73,Port to Port,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USTIW,56.0
3502,coloaded_lcl,2880234,TPEB,434.1,2.7,"1,311.94",260.33,Port to Port,"34.0522342,-118.2436849","7.873053999999999,80.77179699999999",LKCMB - USLAX,62.0
3503,coloaded_lcl,2913792,TPEB,500.55,4.82,93.85,4.88,Port to Door,"40.735657,-74.1723667","7.873053999999999,80.77179699999999",LKCMB - USNYC,65.0
3504,coloaded_lcl,2893827,TPEB,478.1,1.82,44.73,58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,55.0
3505,flxt_lcl,2896168,TPEB,"1,727.83",14.88,64.34,296.28,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,78.0
3506,coloaded_lcl,2934620,TPEB,"1,255.87",7.14,316.37,42.44,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,62.0
3507,flxt_lcl,2933925,TPEB,189,0.88,45.27,12.66,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,41.0
3508,coloaded_lcl,2920917,TPEB,925,1.74,635.83,35.66,Door to Door,"40.735657,-74.1723667","13.0826802,80.2707184",INMAA - USNYC,85.0
3509,coloaded_lcl,2844207,TPEB,"1,997.7",11.39,54.37,227.98,Door to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,79.0
3510,coloaded_lcl,2893786,TPEB,489.98,3.01,517.72,52.02,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,116.0
3511,coloaded_lcl,2891949,TPEB,"2,293.86",6.336,449.97,17.86,Door to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,90.0
3512,coloaded_lcl,2912715,TPEB,712.15,3.36,31.32,295.91,Port to Door,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USTIW,75.0
3513,flxt_lcl,2885285,FEWB,535.08,0.72,207.16,178.45,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,157.0
3514,coloaded_lcl,2953400,TAEB,"1,550.85",4.657,71.00,385.81,Door to Door,"51.9244201,4.4777326","36.8507689,-76.28587259999999",USORF - NLRTM,61.0
3515,coloaded_lcl,2912002,FEWB,"2,833.45",15.67,93.86,220.04,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,80.0
3516,coloaded_lcl,2920989,FEWB,452.2,3.4,140.43,201.01,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,80.0
3517,coloaded_lcl,2877379,TPEB,136.88,1.1,19.77,21.71,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,75.0
3518,coloaded_lcl,2926262,TAWB,196,1.248,26.04,495.01,Door to Door,"45.5016889,-73.567256","53.5510846,9.9936819",DEHAM - CATOR,43.0
3519,coloaded_lcl,2938933,TAWB,85,0.504,227.62,495.01,Door to Door,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,43.0
3520,coloaded_lcl,2929342,TPEB,115.18,0.67,423.01,181.50,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,61.0
3521,flxt_lcl,2941924,FEWB,301.34,1.983,15.29,"1,165.74",Port to Port,"53.5510846,9.9936819","18.9499361,72.9511875",INNSA - DEHAM,72.0
3522,flxt_lcl,2953511,TPEB,"2,735.5",7.92,42.90,11.69,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,39.0
3523,coloaded_lcl,2903720,TAWB,"1,797",16.128,295.17,72.58,Door to Door,"44.64876350000001,-63.5752387","51.2194475,4.4024643",BEANR - USCHI,73.0
3524,coloaded_lcl,2913443,TPEB,"1,141.05",5.84,423.01,72.62,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,65.0
3525,coloaded_lcl,2916862,TPEB,"1,723",6.74,11.96,74.01,Port to Door,"47.6062095,-122.3320708","20.8449115,106.6880841",VNHPH - USSEA,58.0
3526,coloaded_lcl,2867623,FEWB,469.9,3.58,131.77,230.40,Port to Door,"57.70887,11.97456","22.356851,91.7831819",BDCGP - SEGOT,65.0
3527,coloaded_lcl,2896145,TPEB,853.76,9.06,855.34,139.30,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,64.0
3528,coloaded_lcl,2899738,TPEB,"1,555.08",9.82,18.30,10.95,Port to Door,"33.7700504,-118.1937395","20.8449115,106.6880841",VNHPH - USDAL,60.0
3529,coloaded_lcl,2948551,ROW,299,1.257,21.06,8.28,Door to Door,"-33.8688197,151.2092955","22.3193039,114.1693611",HKHKG - AUSYD,38.0
3530,flxt_lcl,2948504,TPEB,"2,026",8.118,70.32,8.28,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,38.0
3531,coloaded_lcl,2906562,TPEB,"1,528.56",16.7,19.77,8.43,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,102.0
3532,coloaded_lcl,2902868,FEWB,617.9,4.392,98.87,"1,158.24",Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,81.0
3533,flxt_lcl,2887832,FEWB,813.2,4.19,66.67,77.79,Port to Door,"53.5510846,9.9936819","20.8449115,106.6880841",VNHPH - DEHAM,84.0
3534,coloaded_lcl,2898679,TPEB,"1,294.37",10.99,111.27,90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,45.0
3535,coloaded_lcl,2893695,FEWB,740.3,3.33,351.39,4.31,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,79.0
3536,coloaded_lcl,2832285,TPEB,"2,446.22",7.201,15.97,158.75,Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,62.0
3537,coloaded_lcl,2885267,TPEB,959,5.2,855.34,2.75,Port to Door,"33.7700504,-118.1937395","10.8230989,106.6296638",VNSGN - USLAX,39.0
3538,coloaded_lcl,2932618,TPEB,630.8,3.97,18.07,85.70,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,40.0
3539,coloaded_lcl,2907310,ROW,529.78,3.99,"6,773.65",24.76,Port to Door,"1.352083,103.819836","14.5995124,120.9842195",PHMNL - SGSIN,123.0
3540,coloaded_lcl,2927016,TPEB,"2,263",18.54,221.50,18.37,Port to Door,"47.2528768,-122.4442906","10.8230989,106.6296638",VNSGN - USTIW,66.0
3541,coloaded_lcl,2930368,TPEB,"1,355",13.76,41.57,9.30,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,63.0
3542,coloaded_lcl,2895007,FEWB,331.67,4.312,107.69,137.91,Port to Door,"50.90970040000001,-1.4043509","-6.2087634,106.845599",IDJKT - GBSOU,104.0
3543,coloaded_lcl,2938478,TPEB,187.85,1.002,22.03,2.91,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USCHI,46.0
3544,coloaded_lcl,2893816,TPEB,"2,953.8",12.31,"1,837.80",58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,67.0
3545,coloaded_lcl,2963035,TPEB,426.69,3.629,"1,837.80",415.15,Port to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,58.0
3546,coloaded_lcl,2926381,TPWB,"1,133.99",8.495,"2,202.90","3,350.17",Port to Port,"-33.8688197,151.2092955","39.9525839,-75.1652215",USPHL - AUSYD,
3547,coloaded_lcl,2894120,TPEB,249.73,1.824,11.65,24.93,Port to Door,"47.6062095,-122.3320708","7.873053999999999,80.77179699999999",LKCMB - USSEA,90.0
3548,coloaded_lcl,2934660,ROW,22.89,0.154,22.95,1.77,Port to Port,"22.3193039,114.1693611","11.5563738,104.9282099",KHPNH - HKHKG,
3549,coloaded_lcl,2864211,FEWB,"1,079.5",7.594,268.00,28.35,Port to Port,"44.4056499,8.946256","22.556499,114.236875",CNYTN - ITMIL,
3550,coloaded_lcl,2885076,TPEB,663.69,3.64,93.85,2.65,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,79.0
3551,flxt_lcl,2941410,TPEB,"1,939.6",3.29,26.59,146.90,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,53.0
3552,coloaded_lcl,2937064,TPEB,196.73,1.203,9.91,27.18,Port to Door,"34.0522342,-118.2436849","13.7563309,100.5017651",THBKK - USLAX,62.0
3553,coloaded_lcl,2910756,FEWB,"1,728",12.63,52.84,131.12,Port to Door,"53.5510846,9.9936819","8.764166099999999,78.1348361",INTUT - CZPRG,89.0
3554,coloaded_lcl,2886516,FEEB,452.32,9.509,11.25,175.36,Port to Door,"-37.8136276,144.9630576","41.0082376,28.9783589",TRIST - AUMEL,99.0
3555,flxt_lcl,2912130,FEWB,"1,197.54",7.777,66.67,48.32,Port to Door,"53.5510846,9.9936819","-7.0051453,110.4381254",IDSRG - DEHAM,64.0
3556,coloaded_lcl,2877975,TPEB,"1,320.9",12.79,116.92,43.87,Port to Door,"33.7700504,-118.1937395","11.5563738,104.9282099",KHPNH - USCHI,78.0
3557,coloaded_lcl,2871607,FEEB,87,1.263,9.78,155.61,Door to Port,"-36.8484597,174.7633315","51.5100908,0.4595977",GBLGP - NZAKL,
3558,coloaded_lcl,2954480,TPEB,392,2.82,"1,833.99",7.25,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,102.0
3559,coloaded_lcl,2926088,TPEB,744.75,4.67,37.88,"9,676.18",Port to Door,"34.0522342,-118.2436849","24.4795099,118.0894799",CNXMN - USLAX,44.0
3560,flxt_lcl,2958288,TPEB,381,0.52,181.41,63.53,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,45.0
3561,coloaded_lcl,2842788,TPEB,93.36,1.19,855.34,161.31,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,53.0
3562,coloaded_lcl,2933277,TPWB,42.64,0.362,94.93,"1,132.47",Door to Port,"29.868336,121.54399","34.0522342,-118.2436849",USLAX - CNNGB,
3563,coloaded_lcl,2891201,TPEB,297,3.48,726.55,296.76,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,102.0
3564,flxt_lcl,2937132,TPEB,"2,703.6",5.23,249.35,72.14,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,58.0
3565,coloaded_lcl,2891782,TPEB,723.43,6.664,588.85,22.62,Port to Door,"33.7700504,-118.1937395","13.0826802,80.2707184",INMAA - USLGB,63.0
3566,coloaded_lcl,2894050,TPEB,397.32,3.11,418.10,83.55,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,57.0
3567,coloaded_lcl,2845898,FEWB,"1,488",14.36,52.84,"1,208.25",Port to Door,"53.5510846,9.9936819","10.8230989,106.6296638",VNSGN - CZPRG,84.0
3568,coloaded_lcl,2869474,TAWB,400,2.496,728.80,70.10,Door to Door,"40.735657,-74.1723667","56.9496487,24.1051865",LVRIX - USNYC,78.0
3569,coloaded_lcl,2911713,TPEB,238,2.981,"1,986.51",8.30,Port to Door,"34.0522342,-118.2436849","-36.8484597,174.7633315",NZAKL - USLAX,98.0
3570,coloaded_lcl,2911286,FEEB,"2,303",7.03,18.85,119.81,Door to Port,"22.543096,114.057865","44.4056499,8.946256",ITGOA - CNSZP,
3571,coloaded_lcl,2882131,TPEB,"1,310.07",1.73,"1,925.76",31.42,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,73.0
3572,coloaded_lcl,2905544,FEWB,298.15,2.091,98.87,28.54,Port to Door,"51.9244201,4.4777326","-6.2087634,106.845599",IDJKT - NLRTM,59.0
3573,coloaded_lcl,2893623,FEWB,"1,820",1.379,122.76,39.16,Port to Door,"50.90970040000001,-1.4043509","22.8395202,69.7213266",INMUN - GBSOU,70.0
3574,coloaded_lcl,2899317,TPWB,"1,078.189",1.091,19.44,563.61,Port to Door,"29.868336,121.54399","33.7700504,-118.1937395",USLGB - CNNGB,68.0
3575,coloaded_lcl,2904251,TAWB,750,1.95,373.88,121.91,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,57.0
3576,coloaded_lcl,2936690,TPEB,282.92,1.52,630.69,53.91,Door to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,86.0
3577,coloaded_lcl,2920886,FEWB,98.4,1.0,140.43,201.01,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,87.0
3578,coloaded_lcl,2926293,TAWB,802,2.66,842.54,437.94,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,53.0
3579,coloaded_lcl,2872266,TPEB,"1,181.02",6.97,54.37,143.45,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,48.0
3580,coloaded_lcl,2900694,FEWB,"1,405.04",12.849,128.61,10.93,Port to Door,"53.5510846,9.9936819","22.3193039,114.1693611",HKHKG - DEHAM,79.0
3581,coloaded_lcl,2899304,TPEB,739.7,4.2,"1,956.84",93.52,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,40.0
3582,coloaded_lcl,2935984,TAWB,"1,454",11.72,18.72,318.04,Port to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,55.0
3583,coloaded_lcl,2970933,TAEB,873.17,9.694,37.51,66.85,Door to Door,"51.9244201,4.4777326","34.0522342,-118.2436849",USLAX - NLRTM,77.0
3584,coloaded_lcl,2843423,TPWB,"2,190",3.669,0.96,452.27,Door to Port,"31.24589,121.49222","40.735657,-74.1723667",USNYC - CNSHG,
3585,coloaded_lcl,2946371,TPEB,"3,445.08",15.331,594.35,229.60,Port to Door,"34.0522342,-118.2436849","35.1795543,129.0756416",KRPUS - USLAX,65.0
3586,flxt_lcl,2927319,TPEB,"3,332",11.64,317.49,129.85,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,57.0
3587,coloaded_lcl,2927875,FEEB,432.5,0.836,55.96,147.27,Door to Port,"31.24589,121.49222","51.5073509,-0.1277583",GBLON - CNSHG,
3588,coloaded_lcl,2931600,FEWB,"2,121.04",19.2,115.80,208.85,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,81.0
3589,coloaded_lcl,2925811,FEWB,"2,873.7",16.21,93.86,235.81,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,82.0
3590,coloaded_lcl,2961807,TPEB,603.2,3.35,181.41,133.65,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,54.0
3591,coloaded_lcl,2922680,TAWB,199.5,2.11,373.88,132.64,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,47.0
3592,coloaded_lcl,2926164,FEWB,121.75,1.0,116.24,100.38,Port to Door,"51.961726,1.351255","7.873053999999999,80.77179699999999",LKCMB - GBFXT,58.0
