,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
3266,coloaded_lcl,2927809,TPEB,658,3.25,423.01,2.75,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,58.0
3267,coloaded_lcl,2931619,TAWB,313,7.632,373.88,91.39,Door to Door,"36.8507689,-76.28587259999999","41.0082376,28.9783589",TRIST - USLAX,108.0
3268,coloaded_lcl,2914013,FEWB,88.8,1.0,77.89,22.73,Port to Door,"51.9244201,4.4777326","10.4113797,107.136224",VNVUT - NLRTM,85.0
3269,flxt_lcl,2889963,FEWB,"1,697.28",11.86,72.22,170.95,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,76.0
3270,coloaded_lcl,2967908,TAWB,207.7,1.45,841.91,51.24,Door to Door,"40.735657,-74.1723667","41.3850639,2.1734035",ESBCN - USNYC,67.0
3271,coloaded_lcl,2896430,TPEB,"1,480.56",6.62,855.34,14.00,Port to Door,"34.0522342,-118.2436849","16.0544563,108.0717219",VNDAD - USLAX,75.0
3272,coloaded_lcl,2941977,TPEB,400.82,2.5,855.34,161.31,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,59.0
3273,coloaded_lcl,2973703,ROW,142.4,2.0,6.30,88.19,Port to Door,"35.6761919,139.6503106","20.8449115,106.6880841",VNHPH - JPTYO,46.0
3274,coloaded_lcl,3035198,TPEB,"2,237",6.68,353.12,0.55,Port to Door,"34.0522342,-118.2436849","34.6937249,135.5022535",JPOSA - USLAX,59.0
3275,flxt_lcl,2948759,TPEB,"1,714.14",13.88,45.27,21.79,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,43.0
3276,coloaded_lcl,2949318,TAEB,185.97,1.881,37.51,263.01,Door to Door,"51.9244201,4.4777326","44.64876350000001,-63.5752387",CAHAL - NLRTM,48.0
3277,coloaded_lcl,2945616,TPEB,711,1.774,630.69,4.53,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,58.0
3278,flxt_lcl,2955830,TPEB,900.1,1.03,26.59,18.39,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,42.0
3279,coloaded_lcl,2931961,TPEB,958.6,4.9,87.25,22.35,Port to Door,"37.8043514,-122.2711639","25.0329694,121.5654177",TWTPE - USOAK,72.0
3280,coloaded_lcl,2946063,FEWB,"1,096.32",3.336,30.89,11.69,Port to Door,"51.9244201,4.4777326","22.3193039,114.1693611",HKHKG - NLRTM,66.0
3281,coloaded_lcl,2858876,FEWB,"1,252.84",2.62,4.98,174.24,Port to Door,"50.90970040000001,-1.4043509","22.6272784,120.3014353",TWKHH - GBSOU,110.0
3282,flxt_lcl,2954743,TPEB,936.5,1.48,181.41,285.96,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,45.0
3283,coloaded_lcl,2969216,TAWB,428,3.11,713.23,100.60,Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USNYC,53.0
3284,coloaded_lcl,2920667,TPEB,"1,643",10.41,54.37,233.94,Port to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,79.0
3285,coloaded_lcl,2893918,TPEB,"1,941.45",10.28,726.55,43.18,Door to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,124.0
3286,flxt_lcl,2912003,FEWB,"1,101.95",6.8,174.92,220.04,Port to Door,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,69.0
3287,coloaded_lcl,2896449,FEWB,"1,609.31",7.82,66.67,70.19,Port to Door,"53.5510846,9.9936819","16.0544563,108.0717219",VNDAD - DEHAM,74.0
3288,coloaded_lcl,2946735,TPEB,"1,038",2.193,19.45,328.02,Door to Door,"29.746047,-95.287854","35.1795543,129.0756416",KRPUS - USHOU,47.0
3289,coloaded_lcl,2908498,FEWB,"1,139.8",2.05,147.02,760.65,Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,58.0
3290,coloaded_lcl,2918105,TPEB,333,3.0,61.50,220.65,Port to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,76.0
3291,coloaded_lcl,2893970,TPEB,"1,225.4",8.304,41.62,"1,048.29",Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,56.0
3292,flxt_lcl,2932068,FEWB,"1,744.31",9.17,277.25,74.09,Door to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,76.0
3293,coloaded_lcl,2865812,TPEB,"2,515.06",7.91,15.97,158.75,Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,69.0
3294,coloaded_lcl,2953774,ROW,261.1,2.152,22.95,1.77,Port to Port,"22.3193039,114.1693611","11.5563738,104.9282099",KHPNH - HKHKG,
3295,flxt_lcl,2933108,TPEB,"3,664",14.68,109.92,31.19,Port to Port,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USLAX,31.0
3296,coloaded_lcl,2896413,FEWB,"1,122.68",5.02,66.67,14.00,Port to Door,"53.5510846,9.9936819","16.0544563,108.0717219",VNDAD - DEHAM,72.0
3297,coloaded_lcl,2927906,TPEB,"1,146",7.0,396.22,49.89,Port to Door,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USTIW,89.0
3298,flxt_lcl,2957902,TPEB,996,7.907,49.66,1.76,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,42.0
3299,coloaded_lcl,2920621,FEWB,180,2.102,109.64,13.70,Door to Door,"51.9244201,4.4777326","1.352083,103.819836",SGSIN - NLRTM,72.0
3300,coloaded_lcl,2863727,TPEB,245.88,0.743,534.06,286.54,Door to Door,"40.735657,-74.1723667","13.0826802,80.2707184",INMAA - USNYC,106.0
3301,coloaded_lcl,2913624,TPEB,716,6.8,8.36,9.22,Port to Door,"47.2528768,-122.4442906","10.8230989,106.6296638",VNSGN - USTIW,55.0
3302,coloaded_lcl,2926259,TAWB,293.06,1.644,210.43,270.41,Door to Door,"40.735657,-74.1723667","52.2296756,21.0122287",PLWAW - USNYC,39.0
3303,coloaded_lcl,2914602,TPEB,"2,180",9.0,201.42,"1,119.14",Door to Door,"40.735657,-74.1723667","24.8607343,67.0011364",PKKHI - USNYC,63.0
3304,flxt_lcl,2969990,TPEB,"1,797.5",8.375,42.91,5.56,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,40.0
3305,coloaded_lcl,2932146,TPEB,"1,118.4",4.621,39.22,337.20,Port to Door,"40.735657,-74.1723667","35.1795543,129.0756416",KRPUS - USNYC,84.0
3306,coloaded_lcl,2931102,TAWB,327,1.53,383.13,240.31,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,60.0
3307,flxt_lcl,2923474,TPEB,179.28,0.17,181.41,134.47,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,44.0
3308,coloaded_lcl,2871258,TPEB,"1,587.89",7.57,852.93,72.62,Port to Door,"33.7700504,-118.1937395","20.8449115,106.6880841",VNHPH - USLGB,40.0
3309,coloaded_lcl,2948871,ROW,"1,540",12.32,0.62,7.86,Port to Door,"35.6761919,139.6503106","10.8230989,106.6296638",VNSGN - JPTYO,58.0
3310,coloaded_lcl,2952384,ROW,628.4,3.03,24.79,74.01,Door to Door,"35.6761919,139.6503106","20.8449115,106.6880841",VNHPH - JPTYO,49.0
3311,coloaded_lcl,2923060,FEWB,"1,160.36",5.12,30.90,85.18,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,80.0
3312,coloaded_lcl,2949008,TAWB,254,1.05,539.50,35.07,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,51.0
3313,coloaded_lcl,2867365,TPEB,563.1,0.79,6.26,309.30,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,49.0
3314,coloaded_lcl,2932690,FEWB,"1,029",5.976,116.24,100.38,Port to Door,"51.961726,1.351255","7.873053999999999,80.77179699999999",LKCMB - GBFXT,56.0
3315,coloaded_lcl,2887789,FEWB,535.27,5.0,77.89,116.66,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,75.0
3316,coloaded_lcl,2864431,TPEB,404.32,2.21,335.95,90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,53.0
3317,flxt_lcl,2925923,TPEB,336.5,0.97,70.32,10.82,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,39.0
3318,coloaded_lcl,2881736,TPEB,999.8,9.99,114.30,5.23,Port to Port,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,64.0
3319,coloaded_lcl,2925005,TPEB,"1,807.5",14.43,"1,616.35",86.55,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,48.0
3320,coloaded_lcl,2921015,TPEB,73.8,0.55,223.26,151.65,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,53.0
3321,coloaded_lcl,2871471,FEWB,304,1.44,243.53,291.05,Door to Door,"54.35202520000001,18.6466384","35.1795543,129.0756416",KRPUS - PLGDN,84.0
3322,coloaded_lcl,2879203,TAEB,151.5,2.926,110.36,85.02,Door to Door,"50.90970040000001,-1.4043509","34.0522342,-118.2436849",USLAX - GBSOU,87.0
3323,flxt_lcl,2948427,TPEB,520,3.31,357.22,15.67,Door to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,45.0
3324,coloaded_lcl,2934365,TPEB,899.3,5.49,54.37,181.50,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,45.0
3325,coloaded_lcl,2934953,TPEB,"2,492",6.208,630.69,4.53,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,70.0
3326,coloaded_lcl,2872939,TAWB,"2,430",6.489,407.37,76.92,Door to Door,"36.8507689,-76.28587259999999","53.5510846,9.9936819",DEHAM - USSEA,75.0
3327,coloaded_lcl,2924607,TAWB,858,5.25,18.36,40.26,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,55.0
3328,coloaded_lcl,2879206,TAEB,258,5.272,79.36,85.02,Door to Door,"51.9244201,4.4777326","34.0522342,-118.2436849",USLAX - NLRTM,95.0
3329,coloaded_lcl,2954665,TAWB,178.2,1.171,466.16,64.62,Port to Door,"40.735657,-74.1723667","43.43788199999999,4.945711",FRFOS - USNYC,63.0
3330,flxt_lcl,2943930,TPEB,218,1.32,592.64,201.52,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,70.0
3331,flxt_lcl,2934282,TPEB,688.7,2.33,181.41,133.23,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,43.0
3332,flxt_lcl,2916194,TPEB,"1,982",15.21,54.37,28.89,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USLAX,37.0
3333,flxt_lcl,2904905,TPEB,"1,063.5",7.24,77.56,"1,115.70",Port to Door,"40.735657,-74.1723667","29.868336,121.54399",CNNGB - USNYC,78.0
3334,flxt_lcl,2934231,TPEB,133.69,1.53,408.51,137.69,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,44.0
3335,coloaded_lcl,2942137,ROW,111.91,1.4,11.18,73.39,Door to Door,"22.3193039,114.1693611","20.8449115,106.6880841",VNHPH - HKHKG,7.0
3336,coloaded_lcl,2953409,TPWB,"1,373.7",4.09,16.15,385.81,Door to Door,"22.3193039,114.1693611","33.7700504,-118.1937395",USLGB - HKHKG,54.0
3337,coloaded_lcl,2889048,TAEB,"2,175.43",7.268,91.40,29.56,Door to Door,"50.90970040000001,-1.4043509","34.0522342,-118.2436849",USLAX - GBSOU,83.0
3338,coloaded_lcl,2885276,TPEB,"1,297",3.39,748.00,22.98,Port to Door,"40.735657,-74.1723667","22.8395202,69.7213266",INMUN - USNYC,66.0
3339,flxt_lcl,2938528,FEWB,"2,250",4.812,217.49,301.42,Port to Port,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,77.0
3340,coloaded_lcl,2935963,TPEB,206.2,3.018,34.22,282.90,Port to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,45.0
3341,flxt_lcl,2930797,FEWB,629.4,4.351,15.29,"1,354.07",Port to Port,"53.5510846,9.9936819","18.9499361,72.9511875",INNSA - DEHAM,68.0
3342,coloaded_lcl,2859068,FEWB,81.69,1.0,116.24,4.88,Port to Door,"51.961726,1.351255","7.873053999999999,80.77179699999999",LKCMB - GBFXT,51.0
3343,flxt_lcl,2941628,TPEB,"1,289",4.501,707.20,4.62,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,42.0
3344,coloaded_lcl,2899782,TPEB,46.42,1.0,24.37,8.76,Port to Door,"49.2827291,-123.1207375","7.873053999999999,80.77179699999999",LKCMB - CAVAN,83.0
3345,coloaded_lcl,2947360,LATAM OB,384,1.78,"2,335.01",14.72,Port to Door,"25.7616798,-80.1917902","-12.0508491,-77.1259843",PECLL - USMIA,72.0
3346,coloaded_lcl,2923288,TPEB,602,2.396,953.73,12.02,Door to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,104.0
3347,coloaded_lcl,2893604,TPEB,"1,359.54",8.4,330.25,156.65,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,63.0
3348,coloaded_lcl,2927209,TPEB,261.69,2.59,52.01,77.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,48.0
3349,coloaded_lcl,2905771,TPWB,804.673,7.267,22.77,400.90,Door to Door,"-37.8136276,144.9630576","34.0522342,-118.2436849",USLAX - AUMEL,80.0
3350,coloaded_lcl,2930706,TAWB,140,1.18,13.64,33.96,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,45.0
3351,coloaded_lcl,2908993,TAWB,192,1.98,32.05,29.36,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,52.0
3352,coloaded_lcl,2885952,TPEB,708.5,4.83,"1,833.99",7.25,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,83.0
3353,flxt_lcl,2909790,TPEB,403.52,2.66,317.49,149.22,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,58.0
3354,coloaded_lcl,2896456,TPEB,"3,050.57",12.56,423.01,14.00,Port to Door,"49.2827291,-123.1207375","16.0544563,108.0717219",VNDAD - CAVAN,57.0
3355,coloaded_lcl,2859620,FEWB,"1,911.07",12.093,98.33,103.89,Port to Door,"51.5100908,0.4595977","7.873053999999999,80.77179699999999",LKCMB - GBLGP,89.0
3356,coloaded_lcl,2888722,TAEB,161.48,0.728,47.21,656.09,Port to Door,"51.2194475,4.4024643","34.0522342,-118.2436849",USLAX - BEANR,115.0
3357,coloaded_lcl,2924958,LATAM OB,"2,380",11.34,335.95,19.06,Port to Door,"34.0522342,-118.2436849","-12.0508491,-77.1259843",PECLL - USLAX,50.0
3358,coloaded_lcl,2898860,FEWB,450.5,2.414,98.87,"1,132.34",Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,59.0
3359,coloaded_lcl,2860691,TPEB,93,0.375,"2,156.93",54.00,Port to Door,"47.2528768,-122.4442906","13.7505781,100.7943199",THLKR - USTIW,80.0
3360,coloaded_lcl,2860840,FEWB,224,0.723,115.80,"1,165.14",Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,69.0
3361,flxt_lcl,2870230,FEWB,232,2.44,77.89,31.26,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,45.0
3362,coloaded_lcl,2889788,FEWB,693,3.47,100.63,8.87,Port to Door,"51.9244201,4.4777326","2.999852,101.39283",MYPKG - NLRTM,81.0
3363,coloaded_lcl,2947291,TAWB,507,2.56,539.50,628.85,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,51.0
3364,flxt_lcl,2878159,TPEB,"3,177",15.11,64.34,62.76,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,78.0
3365,flxt_lcl,2900467,TPEB,"1,163.9",7.48,216.49,"1,115.80",Port to Door,"33.7700504,-118.1937395","29.868336,121.54399",CNNGB - USCHI,53.0
3366,coloaded_lcl,2895003,TPEB,179.36,1.69,93.85,13.22,Port to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,56.0
3367,coloaded_lcl,2847400,TPEB,511.52,4.48,114.30,5.23,Port to Port,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,45.0
3368,coloaded_lcl,2967463,FEWB,142.04,1.31,115.80,208.85,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,71.0
3369,coloaded_lcl,2925926,TPEB,149.48,1.231,44.73,415.15,Port to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,55.0
3370,flxt_lcl,2901826,TPEB,"1,213",12.97,284.95,31.30,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USCHI,52.0
3371,coloaded_lcl,2938301,TPEB,138.2,0.727,592.64,5.87,Door to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,68.0
3372,flxt_lcl,2952478,TPEB,385.9,0.94,110.44,15.14,Port to Port,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,42.0
3373,coloaded_lcl,2884828,TPEB,54.12,1.14,69.27,54.55,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,83.0
3374,coloaded_lcl,2900774,TPEB,"1,553.22",9.79,11.65,5.69,Port to Door,"47.6062095,-122.3320708","22.356851,91.7831819",BDCGP - USSEA,76.0
3375,coloaded_lcl,2910386,TPEB,551.03,5.569,"1,837.80",415.15,Port to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,66.0
3376,coloaded_lcl,2872004,FEWB,528.16,3.31,34.23,89.81,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,87.0
3377,coloaded_lcl,2918757,FEWB,786.8,1.58,48.87,28.69,Door to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,78.0
3378,coloaded_lcl,2879494,TPEB,593.14,3.28,8.36,21.38,Port to Door,"47.2528768,-122.4442906","10.8230989,106.6296638",VNSGN - USTIW,77.0
3379,coloaded_lcl,2867713,FEWB,115.51,3.19,56.27,9.22,Port to Port,"51.2194475,4.4024643","10.8230989,106.6296638",VNSGN - BEANR,135.0
3380,flxt_lcl,2864381,TPEB,251.6,0.64,316.85,302.61,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,54.0
3381,coloaded_lcl,2859599,FEWB,568.1,5.14,184.58,214.60,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,62.0
3382,coloaded_lcl,2933641,TPWB,840.96,2.448,14.09,131.88,Door to Door,"22.3193039,114.1693611","33.7700504,-118.1937395",USLGB - HKHKG,59.0
3383,coloaded_lcl,2858896,FEWB,32.36,0.177,19.01,0.72,Port to Door,"51.2194475,4.4024643","22.3193039,114.1693611",HKHKG - BEANR,65.0
3384,coloaded_lcl,2899385,TAWB,790,9.438,271.55,42.61,Door to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,53.0
3385,coloaded_lcl,2960047,ROW,"4,890.48",10.01,66.48,83.47,Port to Door,"35.6761919,139.6503106","22.6272784,120.3014353",TWKHH - JPTYO,40.0
3386,flxt_lcl,2908144,TPEB,"1,291.18",7.98,31.38,134.29,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,36.0
3387,coloaded_lcl,2928492,TAEB,287.51,15.6,57.00,45.81,Door to Door,"51.9244201,4.4777326","34.0522342,-118.2436849",USLAX - NLRTM,83.0
3388,coloaded_lcl,2906503,FEWB,203.9,1.41,109.36,2.11,Port to Port,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,73.0
3389,coloaded_lcl,2901724,TAWB,"3,755.4",12.72,718.80,6.60,Door to Door,"40.735657,-74.1723667","41.0082376,28.9783589",TRIST - USNYC,56.0
3390,coloaded_lcl,2945470,TAWB,582.15,3.65,569.02,23.38,Port to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,57.0
3391,coloaded_lcl,2940090,TPWB,469.47,6.071,19.92,152.96,Door to Door,"-37.8136276,144.9630576","33.7700504,-118.1937395",USLGB - AUMEL,82.0
3392,coloaded_lcl,2859642,FEWB,"4,563.2",35.16,140.43,214.60,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,78.0
3393,flxt_lcl,2928849,TPEB,559.5,3.77,"2,127.68",168.48,Door to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,46.0
3394,coloaded_lcl,2897742,FEWB,"1,211.1",15.01,6.02,55.43,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,76.0
3395,coloaded_lcl,2887082,TPEB,710,2.21,"1,221.96",2.70,Door to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,66.0
3396,coloaded_lcl,2888703,FEEB,51.37,1.0,11.25,13.42,Port to Door,"-37.8136276,144.9630576","41.0082376,28.9783589",TRIST - AUMEL,98.0
3397,coloaded_lcl,2937553,TAWB,342.5,5.38,362.42,329.12,Door to Door,"36.8507689,-76.28587259999999","44.4056499,8.946256",ITGOA - USCHI,58.0
3398,coloaded_lcl,2875337,TPEB,164.18,1.09,"1,837.80",196.72,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,61.0
3399,coloaded_lcl,2883681,TPEB,456,4.209,111.27,53.24,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,63.0
3400,coloaded_lcl,2910948,TAWB,"3,360",12.594,594.35,79.58,Door to Door,"34.0522342,-118.2436849","51.2194475,4.4024643",BEANR - USLAX,75.0
3401,coloaded_lcl,2893328,TAWB,"1,497",5.31,455.71,495.01,Door to Door,"34.0522342,-118.2436849","53.5510846,9.9936819",DEHAM - USLAX,69.0
3402,coloaded_lcl,2907793,FEWB,359,6.83,27.25,76.53,Door to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,77.0
3403,coloaded_lcl,2920654,TPEB,"2,699.76",12.846,64.34,23.98,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,62.0
3404,coloaded_lcl,2887733,TPEB,"3,432",14.4,19.77,33.04,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,105.0
3405,coloaded_lcl,2890222,TPEB,283.32,1.56,93.85,2.65,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,95.0
3406,coloaded_lcl,2903077,ROW,133.85,1.244,28.29,175.36,Port to Door,"51.9244201,4.4777326","41.0082376,28.9783589",TRIST - NLRTM,71.0
3407,coloaded_lcl,2896784,FEWB,72.8,0.554,26.38,"1,167.16",Port to Door,"56.162939,10.203921","18.9499361,72.9511875",INNSA - DKAAR,80.0
3408,flxt_lcl,2941413,TPEB,591,1.79,16.74,28.62,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USLAX,36.0
3409,flxt_lcl,2892263,FEWB,"1,721.05",8.83,66.67,86.01,Port to Door,"53.5510846,9.9936819","20.8449115,106.6880841",VNHPH - DEHAM,85.0
3410,coloaded_lcl,2904607,FEWB,"1,933.4",8.46,32.80,20.31,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,76.0
3411,coloaded_lcl,2944978,TAWB,260,2.717,50.81,13.92,Door to Door,"32.0808989,-81.091203","53.5510846,9.9936819",DEHAM - USATL,56.0
3412,coloaded_lcl,2928197,TAEB,360.15,0.851,47.21,447.96,Port to Door,"51.2194475,4.4024643","40.735657,-74.1723667",USNYC - BEANR,51.0
3413,coloaded_lcl,2881088,TPWB,"2,721.554",7.079,14.44,35.92,Port to Port,"-32.0518191,115.7551085","34.0522342,-118.2436849",USLAX - AUFRE,
3414,coloaded_lcl,2937910,TAWB,605,1.92,30.84,"1,155.38",Door to Door,"36.8507689,-76.28587259999999","53.5510846,9.9936819",DEHAM - USCHI,57.0
3415,flxt_lcl,2893169,FEWB,"1,063.4",3.87,66.67,298.44,Port to Door,"53.5510846,9.9936819","22.6272784,120.3014353",TWKHH - DEHAM,82.0
3416,coloaded_lcl,2928055,TAWB,617.29,2.8,28.59,40.72,Port to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,42.0
3417,coloaded_lcl,2942035,TPEB,151.74,1.1,423.01,161.31,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,64.0
3418,coloaded_lcl,2921885,TAWB,"2,196",6.48,456.59,120.88,Door to Port,"32.7764749,-79.93105120000001","56.162939,10.203921",DKAAR - USCHS,59.0
3419,flxt_lcl,2927324,TPEB,"1,129",4.92,317.49,129.85,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,57.0
3420,coloaded_lcl,2913450,TPEB,"1,669.38",8.69,855.34,72.62,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,43.0
3421,coloaded_lcl,2912597,TPEB,617.1,6.67,396.22,70.95,Port to Door,"47.2528768,-122.4442906","20.8449115,106.6880841",VNHPH - USTIW,64.0
3422,flxt_lcl,2909733,TPEB,324,1.06,30.83,282.73,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,40.0
3423,coloaded_lcl,2941354,TPEB,408.18,3.72,953.73,156.74,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,82.0
3424,coloaded_lcl,2924115,FEWB,205,1.62,134.03,234.18,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,89.0
3425,flxt_lcl,2905467,FEWB,393.26,2.352,66.67,96.03,Port to Door,"53.5510846,9.9936819","-7.0051453,110.4381254",IDSRG - DEHAM,68.0
3426,coloaded_lcl,2921499,TPEB,"6,209.55",5.36,324.27,304.02,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,65.0
3427,coloaded_lcl,2877566,TPEB,895.5,7.854,"1,366.98","9,241.66",Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USLAX,64.0
3428,coloaded_lcl,2877153,TPEB,440.16,1.74,"1,616.35",19.33,Door to Door,"34.0522342,-118.2436849","5.4356367,100.3091",MYPEN - USLAX,99.0
